Project,Date,Chinook Run,Chin,JChin,Stlhd,WStlhd,Sock,Coho,JCoho,Shad,Lmpry,BTrout,Chum,Pink,TempC
Bonneville,2010-04-20,Sp,9014,40,102,28,,,,,,,,,10.3
Bonneville,2010-04-21,Sp,11697,44,81,21,,,,,,,,,10.1
Bonneville,2010-04-22,Sp,7407,34,70,14,,,,,,,,,10.2
Bonneville,2010-04-23,Sp,6619,39,58,19,,,,,,,,,10.3
Bonneville,2010-04-24,Sp,5773,46,67,9,,,,,,,,,10.6
Bonneville,2010-04-25,Sp,7284,69,61,34,,,,,,,,,10.8
Bonneville,2010-04-26,Sp,6469,56,84,19,,,,,,,,,11
Bonneville,2010-04-27,Sp,9073,82,66,13,,,,,,,,,11.1
Bonneville,2010-04-28,Sp,8122,82,85,29,,,,,,,,,11.3
Bonneville,2010-04-29,Sp,8788,107,90,24,,,,,,,,,11.3
Bonneville,2010-04-30,Sp,5996,153,84,21,,,,,,,,,11.3
Bonneville,2010-05-01,Sp,7764,175,78,24,,,,,,,,,11.3
Bonneville,2010-05-02,Sp,7651,229,76,15,,,,,,,,,11.4
Bonneville,2010-05-03,Sp,9184,278,81,17,,,,,,,,,11.4
Bonneville,2010-05-04,Sp,4808,260,102,23,,,,,,,,,11.3
Bonneville,2010-05-05,Sp,4289,226,121,26,,,,,,,,,11.3
Bonneville,2010-05-06,Sp,6732,426,133,28,1,,,,,,,,11.2
Bonneville,2010-05-07,Sp,7549,566,119,32,,,,1,,,,,11.3
Bonneville,2010-05-08,Sp,5655,522,137,35,,,,14,,,,,11.4
Bonneville,2010-05-09,Sp,7306,797,116,26,,,,4,,,,,11.6
Bonneville,2010-05-10,Sp,6614,878,148,25,,,,18,,,,,11.7
Bonneville,2010-05-11,Sp,2807,509,129,30,,,,30,,,,,11.7
Bonneville,2010-05-12,Sp,3681,792,173,32,,,,58,,,,,11.8
Bonneville,2010-05-13,Sp,2482,588,131,28,,,,56,,,,,12
Bonneville,2010-05-14,Sp,2985,647,139,21,1,,,132,,,,,12.5
Bonneville,2010-05-15,Sp,4998,930,154,32,,,,474,1,,,,12.9
Bonneville,2010-05-16,Sp,2814,574,106,25,,,,775,,,,,13.2
Bonneville,2010-05-17,Sp,2219,504,96,19,1,,,2303,,,,,13.2
Bonneville,2010-05-18,Sp,1256,226,92,24,,,,2112,,,,,13.1
Bonneville,2010-05-19,Sp,1219,231,117,25,,,,904,1,,,,13.2
Bonneville,2010-05-20,Sp,709,170,72,15,1,,,1402,4,,,,13.2
Bonneville,2010-05-21,Sp,761,169,91,15,,,,1506,,,,,13.1
Bonneville,2010-05-22,Sp,728,145,66,19,,,,2496,,,,,13
Bonneville,2010-05-23,Sp,947,137,59,18,2,,,2065,1,,,,12.9
Bonneville,2010-05-24,Sp,1564,230,118,15,2,,,3467,-1,,,,12.8
Bonneville,2010-05-25,Sp,1232,170,119,24,,,,2166,,,,,13
Bonneville,2010-05-26,Sp,1138,134,63,18,1,,,4248,,,,,13.2
Bonneville,2010-05-27,Sp,1829,192,91,24,8,,,3958,,,,,13.3
Bonneville,2010-05-28,Sp,1563,152,103,19,5,,,3119,1,,,,13.2
Bonneville,2010-05-29,Sp,2282,187,134,43,19,,,1581,2,,,,13
Bonneville,2010-05-30,Sp,2625,290,74,18,71,,,5280,,,,,13.2
Bonneville,2010-05-31,Sp,3069,307,150,38,57,,,6869,2,,,,13.6
