Project,Date,Chinook Run,Chin,JChin,Stlhd,WStlhd,Sock,Coho,JCoho,Shad,Lmpry,BTrout,Chum,Pink,TempC
Bonneville,2015-04-26,Sp,5401,79,19,5,,,,,,,,,10.9
Bonneville,2015-04-27,Sp,9733,143,42,17,,,,,,,,,11.3
Bonneville,2015-04-28,Sp,17045,307,44,19,,,,,,,,,11.7
Bonneville,2015-04-29,Sp,11303,301,35,19,,,,,,,,,12
Bonneville,2015-04-30,Sp,13676,504,39,22,,,,,,,,,12.2
Bonneville,2015-05-01,Sp,6140,293,32,15,,,,,1,,,,12.6
Bonneville,2015-05-02,Sp,2940,146,46,19,,,,,,,,,12.6
Bonneville,2015-05-03,Sp,2613,164,38,16,,,,,,,,,12.8
Bonneville,2015-05-04,Sp,3198,170,32,5,,,,,,,,,13
Bonneville,2015-05-05,Sp,3199,224,15,5,,,,,,,,,13.1
Bonneville,2015-05-06,Sp,3013,262,25,7,,,,,,,,,13.2
Bonneville,2015-05-07,Sp,2694,370,21,8,,,,1,,,,,13.2
Bonneville,2015-05-08,Sp,3065,382,21,5,,,,14,,,,,13.3
Bonneville,2015-05-09,Sp,3468,536,14,4,,,,23,1,,,,13.6
Bonneville,2015-05-10,Sp,3792,555,13,3,,,,14,4,,,,14
Bonneville,2015-05-11,Sp,2743,449,19,8,,,,8,9,,,,14
Bonneville,2015-05-12,Sp,2196,343,19,,,,,1,2,,,,13.9
Bonneville,2015-05-13,Sp,1597,302,34,9,,,,51,6,,,,14
Bonneville,2015-05-14,Sp,2181,576,32,4,,,,136,4,,,,13.9
Bonneville,2015-05-15,Sp,1392,333,15,5,,,,1173,2,,,,14.1
Bonneville,2015-05-16,Sp,1865,347,18,3,,,,1099,1,,,,14.2
Bonneville,2015-05-17,Sp,2122,476,28,4,,,,791,,,,,14.5
Bonneville,2015-05-18,Sp,2168,639,48,11,,,,914,2,,,,14.9
Bonneville,2015-05-19,Sp,2316,522,52,17,,,,922,10,,,,15.1
Bonneville,2015-05-20,Sp,2209,376,38,14,,,,2827,1,,,,15.2
Bonneville,2015-05-21,Sp,2527,364,57,24,1,,,2620,16,,,,15.4
Bonneville,2015-05-22,Sp,1615,242,31,-4,,,,5853,15,,,,15.4
Bonneville,2015-05-23,Sp,1450,244,44,16,,,,4867,16,,,,15.2
Bonneville,2015-05-24,Sp,1575,270,44,8,1,,,3063,8,,,,15.1
Bonneville,2015-05-25,Sp,2148,403,35,12,6,,,1723,35,,,,15.3
Bonneville,2015-05-26,Sp,3077,416,42,21,5,,,2774,47,,,,15.6
Bonneville,2015-05-27,Sp,3079,570,45,16,19,,,7252,26,,,,16.1
Bonneville,2015-05-28,Sp,2295,373,38,15,11,,,21758,65,,,,16.6
Bonneville,2015-05-29,Sp,2584,390,52,14,50,,,42325,219,,,,16.9
Bonneville,2015-05-30,Sp,3131,406,58,21,89,,,43002,180,,,,17
Bonneville,2015-05-31,Sp,2946,281,72,12,132,,,49598,266,,,,17.3
