Project,Date,Chinook Run,Chin,JChin,Stlhd,WStlhd,Sock,Coho,JCoho,Shad,Lmpry,BTrout,Chum,Pink,TempC
Bonneville,2016-04-04,Sp,96,,22,13,,,,,,,,,9.4
Bonneville,2016-04-05,Sp,154,,34,15,,,,,,,,,9.3
Bonneville,2016-04-06,Sp,118,,49,21,,,,,,,,,9.5
Bonneville,2016-04-07,Sp,100,,36,11,,,,,,,,,9.7
Bonneville,2016-04-08,Sp,253,,60,29,,,,,,,,,10.1
Bonneville,2016-04-09,Sp,285,,46,16,,,,,,,,,10.4
Bonneville,2016-04-10,Sp,251,1,14,6,,,,,,,,,10.6
Bonneville,2016-04-11,Sp,469,1,34,14,,,,,,,,,10.7
Bonneville,2016-04-12,Sp,333,,35,17,,,,,,,,,10.9
Bonneville,2016-04-13,Sp,495,-1,29,11,,,,,,,,,11.1
Bonneville,2016-04-14,Sp,447,,24,16,,,,,,,,,11.2
Bonneville,2016-04-15,Sp,466,,34,16,,,,,,,,,11
Bonneville,2016-04-16,Sp,373,2,29,17,,,,,,,,,11.1
Bonneville,2016-04-17,Sp,279,2,29,15,,,,,,,,,11.4
Bonneville,2016-04-18,Sp,588,4,21,2,,,,,2,,,,11.7
Bonneville,2016-04-19,Sp,550,10,26,11,,,,,,,,,11.9
Bonneville,2016-04-20,Sp,784,5,23,6,,,,,,,,,12.1
Bonneville,2016-04-21,Sp,2704,18,36,17,,,,,,,,,12.1
Bonneville,2016-04-22,Sp,3236,9,20,10,,,,,1,,,,12
Bonneville,2016-04-23,Sp,1510,13,13,2,,,,,1,,,,11.9
Bonneville,2016-04-24,Sp,1030,9,27,10,,,,,2,,,,11.9
Bonneville,2016-04-25,Sp,1157,15,18,7,,,,,1,,,,11.9
Bonneville,2016-04-26,Sp,849,8,9,1,,,,,,,,,11.7
Bonneville,2016-04-27,Sp,1050,10,23,1,,,,,1,,,,11.8
Bonneville,2016-04-28,Sp,3084,30,13,4,,,,,,,,,12
Bonneville,2016-04-29,Sp,6695,73,22,8,,,,,2,,,,12
Bonneville,2016-04-30,Sp,6728,121,38,6,,,,,,,,,12.1
Bonneville,2016-05-01,Sp,10155,302,36,9,,,,,4,,,,12.4
Bonneville,2016-05-02,Sp,13907,422,40,11,,,,5,2,,,,12.7
Bonneville,2016-05-03,Sp,10860,436,31,4,,,,23,7,,,,13
Bonneville,2016-05-04,Sp,7461,444,49,7,,,,19,12,,,,13
Bonneville,2016-05-05,Sp,4079,275,27,9,,,,43,,,,,13
Bonneville,2016-05-06,Sp,4250,384,50,9,,,,25,-1,,,,13.3
Bonneville,2016-05-07,Sp,4456,606,39,3,,,,47,88,,,,13.7
Bonneville,2016-05-08,Sp,4058,628,42,12,,,,191,83,,,,13.8
Bonneville,2016-05-09,Sp,1793,248,34,5,,,,128,49,,,,13.8
Bonneville,2016-05-10,Sp,1452,349,30,12,,,,158,234,,,,13.8
Bonneville,2016-05-11,Sp,2482,544,39,5,,,,154,60,,,,14.2
Bonneville,2016-05-12,Sp,3409,884,43,7,,,,522,56,,,,14.6
Bonneville,2016-05-13,Sp,2644,602,44,16,,,,2622,103,,,,14.8
Bonneville,2016-05-14,Sp,2068,351,37,7,,,,750,55,,,,14.8
Bonneville,2016-05-15,Sp,2036,339,48,14,,,,1230,70,,,,14.7
Bonneville,2016-05-16,Sp,1855,360,62,19,,,,1270,69,,,,14.6
Bonneville,2016-05-17,Sp,3166,537,57,12,,,,921,24,,,,14.7
Bonneville,2016-05-18,Sp,2963,588,62,13,,,,1741,105,,,,15.1
Bonneville,2016-05-19,Sp,2295,349,58,10,,,,2347,213,,,,15.1
Bonneville,2016-05-20,Sp,2265,342,62,13,,,,1653,203,,,,15
Bonneville,2016-05-21,Sp,1148,153,71,14,2,,,553,105,,,,14.8
Bonneville,2016-05-22,Sp,1239,160,88,20,5,,,881,53,,,,14.8
Bonneville,2016-05-23,Sp,1344,188,78,24,1,,,2986,61,,,,14.9
Bonneville,2016-05-24,Sp,1506,173,37,10,10,,,3153,84,,,,15
Bonneville,2016-05-25,Sp,1518,214,42,10,10,,,3196,62,,,,15
Bonneville,2016-05-26,Sp,1606,195,43,15,26,,,1964,621,,,,15
Bonneville,2016-05-27,Sp,1529,181,47,18,17,,,4961,205,,,,15
Bonneville,2016-05-28,Sp,1146,113,50,20,18,,,2025,233,,,,15
Bonneville,2016-05-29,Sp,1151,116,64,25,40,,,3162,194,,,,15
Bonneville,2016-05-30,Sp,1427,162,72,20,120,,,6626,155,,,,15.3
Bonneville,2016-05-31,Sp,1407,162,83,28,202,,,10499,220,,,,15.6
