Project,Date,Chinook Run,Chin,JChin,Stlhd,WStlhd,Sock,Coho,JCoho,Shad,Lmpry,BTrout,Chum,Pink,TempC
Bonneville,2014-05-15,Sp,1923,851,52,5,,,,5119,4,,,,12.9
Bonneville,2014-05-16,Sp,2639,1154,77,6,,,,4904,28,,,,13.2
Bonneville,2014-05-17,Sp,2757,986,82,10,,,,6010,25,,,,13.4
Bonneville,2014-05-18,Sp,1969,728,75,8,1,,,6163,54,,,,13.4
Bonneville,2014-05-19,Sp,2064,777,103,16,,,,4546,52,,,,13.5
Bonneville,2014-05-20,Sp,2273,746,70,14,,,,10056,187,,,,13.8
Bonneville,2014-05-21,Sp,1827,584,84,12,,,,23193,309,,,,14.1
Bonneville,2014-05-22,Sp,1675,529,50,8,,,,13591,164,,,,14.2
Bonneville,2014-05-23,Sp,2093,598,65,16,1,,,10134,188,,,,14.3
Bonneville,2014-05-24,Sp,1955,580,61,9,1,,,15742,137,,,,14.3
Bonneville,2014-05-25,Sp,2069,430,79,17,2,,,41232,260,,,,14.2
Bonneville,2014-05-26,Sp,1929,415,64,14,,,,26859,298,,,,14.3
Bonneville,2014-05-27,Sp,2001,444,61,10,3,,,38311,239,,,,14.4
Bonneville,2014-05-28,Sp,1895,372,70,24,3,,,43081,180,,,,14.4
Bonneville,2014-05-29,Sp,1691,399,70,16,8,,,56798,232,,,,14.4
Bonneville,2014-05-30,Sp,1652,312,74,18,16,,,75911,127,,,,14.5
Bonneville,2014-05-31,Sp,2037,354,83,15,10,,,99981,108,,,,14.7
