Project,Date,Chinook Run,Chin,JChin,Stlhd,WStlhd,Sock,Coho,JCoho,Shad,Lmpry,BTrout,Chum,Pink,TempC
Bonneville,2012-03-01,,,,13,5,,,,,,,,,4.4
Bonneville,2012-03-02,,,,24,8,,,,,,,,,4.4
Bonneville,2012-03-03,,,,32,12,,,,,,,,,4.4
Bonneville,2012-03-04,,2,,47,17,,,,,,,,,4.4
Bonneville,2012-03-05,,,1,60,20,,,,,,,,,5
Bonneville,2012-03-06,,1,,37,15,,,,,,,,,5.6
Bonneville,2012-03-07,,3,,57,20,,,,,,,,,5.6
Bonneville,2012-03-08,,,,49,17,,,,,,,,,5.6
Bonneville,2012-03-09,,,,41,16,,,,,,,,,5.6
Bonneville,2012-03-10,,,,42,5,,,,,,,,,5
Bonneville,2012-03-11,,4,,52,19,,,,,,,,,5.6
Bonneville,2012-03-12,,1,,50,13,,,,,,,,,5.6
Bonneville,2012-03-13,,,,55,20,,,,,,,,,5.6
Bonneville,2012-03-14,,2,,61,16,,,,,,,,,5.1
Bonneville,2012-03-15,Sp,3,,65,25,,,,,,,,,5.1
Bonneville,2012-03-16,Sp,3,,178,53,,,,,,,,,5.5
Bonneville,2012-03-17,Sp,2,1,145,45,,,,,,,,,5.9
Bonneville,2012-03-18,Sp,2,,74,23,,,,,,,,,6
Bonneville,2012-03-19,Sp,3,,52,23,,,,,,,,,5.9
Bonneville,2012-03-20,Sp,1,,21,10,,,,,,,,,5.7
Bonneville,2012-03-21,Sp,1,,21,8,,,,,,,,,5.7
Bonneville,2012-03-22,Sp,,-1,72,28,,,,,,,,,5.7
Bonneville,2012-03-23,Sp,1,,67,18,,,,,,,,,5.9
Bonneville,2012-03-24,Sp,,,74,27,,,,,,,,,6.1
Bonneville,2012-03-25,Sp,,,82,20,,,,,,,,,6.3
Bonneville,2012-03-26,Sp,2,,70,12,,,,,,,,,6.3
Bonneville,2012-03-27,Sp,1,,79,29,,,,,,,,,6.4
Bonneville,2012-03-28,Sp,3,,95,31,,,,,,,,,6.3
Bonneville,2012-03-29,Sp,,,86,25,,,,,,,,,6.4
Bonneville,2012-03-30,Sp,2,,57,26,,,,,,,,,6.4
Bonneville,2012-03-31,Sp,1,,82,19,,,,,,,,,6.4
Bonneville,2012-04-01,Sp,2,,78,20,,,,,,,,,6.5
Bonneville,2012-04-02,Sp,1,,91,22,,,,,,,,,6.8
Bonneville,2012-04-03,Sp,3,,49,18,,,,,,,,,6.9
Bonneville,2012-04-04,Sp,4,,68,15,,,,,,,,,7
Bonneville,2012-04-05,Sp,17,,64,23,,,,,,,,,6.9
Bonneville,2012-04-06,Sp,20,1,42,6,,,,,,,,,7
Bonneville,2012-04-07,Sp,6,,28,6,,,,,,,,,7
Bonneville,2012-04-08,Sp,6,,30,15,,,,,,,,,7.2
Bonneville,2012-04-09,Sp,15,,60,17,,,,,,,,,7.5
Bonneville,2012-04-10,Sp,16,,33,11,,,,,,,,,7.8
Bonneville,2012-04-11,Sp,9,,20,4,,,,,,,,,7.9
Bonneville,2012-04-12,Sp,41,,26,,,,,,,,,,8
Bonneville,2012-04-13,Sp,78,1,35,11,,,,,,,,,8
Bonneville,2012-04-14,Sp,104,,58,18,,,,,,,,,8.2
Bonneville,2012-04-15,Sp,141,4,44,9,,,,,,,,,8.5
Bonneville,2012-04-16,Sp,120,6,27,7,,,,,,,,,8.6
Bonneville,2012-04-17,Sp,235,,31,16,,,,,,,,,8.4
Bonneville,2012-04-18,Sp,222,,35,5,,,,,,,,,8.4
Bonneville,2012-04-19,Sp,365,6,45,20,,,,,,,,,8.6
Bonneville,2012-04-20,Sp,655,9,44,17,,,,,,,,,8.9
Bonneville,2012-04-21,Sp,1321,9,64,18,,,,,,,,,9.2
Bonneville,2012-04-22,Sp,2887,24,52,20,,,,,,,,,9.6
Bonneville,2012-04-23,Sp,4376,35,59,21,,,,,,,,,10
Bonneville,2012-04-24,Sp,4873,50,39,10,,,,,,,,,10.2
Bonneville,2012-04-25,Sp,2427,17,19,11,,,,,1,,,,10.5
Bonneville,2012-04-26,Sp,1382,10,19,6,,,,,4,,,,10.6
Bonneville,2012-04-27,Sp,781,11,35,5,,,,,11,,,,10.6
Bonneville,2012-04-28,Sp,603,11,31,6,,,,,,,,,10.8
Bonneville,2012-04-29,Sp,823,12,46,8,,,,,2,,,,11
Bonneville,2012-04-30,Sp,1930,33,40,14,,,,,2,,,,11.1
Bonneville,2012-05-01,Sp,2238,26,33,15,,,,,6,,,,11
Bonneville,2012-05-02,Sp,1746,29,28,3,,,,,6,,,,11.1
Bonneville,2012-05-03,Sp,2506,51,39,16,,,,,4,,,,11.2
Bonneville,2012-05-04,Sp,3393,59,35,6,,,,,1,,,,11.2
Bonneville,2012-05-05,Sp,3002,95,31,9,,,,,,,,,10.9
Bonneville,2012-05-06,Sp,5959,130,30,10,,,,,2,,,,10.9
Bonneville,2012-05-07,Sp,9081,224,41,7,,,,,2,,,,10.9
Bonneville,2012-05-08,Sp,12000,294,40,13,,,,,2,,,,11.1
Bonneville,2012-05-09,Sp,18436,599,23,5,,,,,,,,,11
Bonneville,2012-05-10,Sp,7200,299,32,9,,,,,1,,,,10.8
Bonneville,2012-05-11,Sp,5381,294,38,10,,,,,,,,,11
Bonneville,2012-05-12,Sp,7284,280,47,10,,,,,2,,,,11.3
Bonneville,2012-05-13,Sp,8786,518,60,16,1,,,6,,,,,11.7
