Project,Date,Chinook Run,Chin,JChin,Stlhd,WStlhd,Sock,Coho,JCoho,Shad,Lmpry,BTrout,Chum,Pink,TempC
Bonneville,2019-04-01,Sp,4,2,27,12,,,,,,,,,7.3
Bonneville,2019-04-02,Sp,8,-1,29,21,,,,,,,,,7.5
Bonneville,2019-04-03,Sp,28,1,23,14,,,,,,,,,7.6
Bonneville,2019-04-04,Sp,23,1,24,12,,,,,,,,,7.8
Bonneville,2019-04-05,Sp,15,,17,11,,,,,,,,,8
Bonneville,2019-04-06,Sp,27,,20,15,,,,,,,,,8
Bonneville,2019-04-07,Sp,20,,32,20,,,,,,,,,8.1
Bonneville,2019-04-08,Sp,8,,36,22,,,,,,,,,8.2
Bonneville,2019-04-09,Sp,7,,12,10,,,,,,,,,8.3
Bonneville,2019-04-10,Sp,,,6,3,,,,,,,,,8.5
Bonneville,2019-04-11,Sp,5,,32,17,,,,,,,,,8.9
Bonneville,2019-04-12,Sp,8,,20,11,,,,,,,,,9.2
Bonneville,2019-04-13,Sp,1,,11,5,,,,,,,,,9.2
Bonneville,2019-04-14,Sp,19,,12,8,,,,,,,,,9.2
Bonneville,2019-04-15,Sp,12,,11,8,,,,,,,,,9.1
Bonneville,2019-04-16,Sp,38,,8,3,,,,,,,,,9.2
Bonneville,2019-04-17,Sp,54,1,8,5,,,,,,,,,9.6
Bonneville,2019-04-18,Sp,63,,15,10,,,,,,,,,10
Bonneville,2019-04-19,Sp,88,,19,7,,,,,,,,,10.4
Bonneville,2019-04-20,Sp,148,,19,6,,,,,,,,,10.7
Bonneville,2019-04-21,Sp,235,2,10,7,,,,,,,,,10.8
Bonneville,2019-04-22,Sp,220,2,22,11,,,,,,,,,10.8
Bonneville,2019-04-23,Sp,175,,15,4,,,,,,,,,10.9
Bonneville,2019-04-24,Sp,195,,3,1,,,,,,,,,11.1
Bonneville,2019-04-25,Sp,161,,4,,,,,,,,,,11.1
Bonneville,2019-04-26,Sp,133,1,10,6,,,,,,,,,11.3
Bonneville,2019-04-27,Sp,356,4,5,2,,,,,,,,,11.5
Bonneville,2019-04-28,Sp,497,6,9,2,,,,,,,,,11.6
Bonneville,2019-04-29,Sp,745,14,15,4,,,,,,,,,11.9
Bonneville,2019-04-30,Sp,1368,22,19,6,,,,,,,,,12
Bonneville,2019-05-01,Sp,2488,27,15,2,,,,,1,,,,12
Bonneville,2019-05-02,Sp,5051,96,20,5,,,,,,,,,11.9
Bonneville,2019-05-03,Sp,2592,48,17,5,,,,,,,,,11.8
Bonneville,2019-05-04,Sp,1606,25,19,5,,,,,,,,,11.9
Bonneville,2019-05-05,Sp,1565,53,15,1,,,,,,,,,12.1
Bonneville,2019-05-06,Sp,2259,96,20,7,,,,,1,,,,12.4
Bonneville,2019-05-07,Sp,4807,263,26,9,,,,1,1,,,,12.5
Bonneville,2019-05-08,Sp,2736,209,21,7,,,,12,,,,,12.6
Bonneville,2019-05-09,Sp,2209,194,14,7,,,,114,,,,,12.9
Bonneville,2019-05-10,Sp,2422,243,10,2,,,,223,2,,,,12.9
Bonneville,2019-05-11,Sp,2449,369,15,5,,,,638,-1,,,,13.2
Bonneville,2019-05-12,Sp,1773,351,12,,,,,1236,2,,,,13.3
Bonneville,2019-05-13,Sp,1753,376,8,2,,,,1803,2,,,,13.4
Bonneville,2019-05-14,Sp,1266,348,10,2,,,,3384,-1,,,,13.4
Bonneville,2019-05-15,Sp,1297,318,13,4,,,,2270,1,,,,13.4
Bonneville,2019-05-16,Sp,930,248,15,4,,,,1804,-1,,,,13.4
Bonneville,2019-05-17,Sp,1156,360,24,10,,,,1509,3,,,,13.4
Bonneville,2019-05-18,Sp,1362,421,17,5,,,,4677,2,,,,13.6
Bonneville,2019-05-19,Sp,1319,412,3,1,,,,8395,12,,,,13.8
Bonneville,2019-05-20,Sp,908,207,5,,,,,5700,17,,,,13.8
Bonneville,2019-05-21,Sp,937,252,6,2,,,,3777,22,,,,13.6
Bonneville,2019-05-22,Sp,802,217,8,2,,,,6030,1,,,,13.5
Bonneville,2019-05-23,Sp,803,214,17,3,,,,7375,3,,,,13.7
Bonneville,2019-05-24,Sp,689,207,14,7,,,,8944,-1,,,,13.6
Bonneville,2019-05-25,Sp,698,198,16,2,,,,6275,7,,,,13.7
Bonneville,2019-05-26,Sp,699,148,14,7,,,,15406,11,,,,13.7
Bonneville,2019-05-27,Sp,584,150,18,9,,,,25084,16,,,,13.9
Bonneville,2019-05-28,Sp,632,153,15,5,2,,,34196,10,,,,14.1
Bonneville,2019-05-29,Sp,646,116,16,9,,,,108763,13,,,,14.2
Bonneville,2019-05-30,Sp,684,169,14,5,10,,,151868,23,,,,14.5
Bonneville,2019-05-31,Sp,830,185,22,7,14,,,354853,112,,,,14.9
