Project,Date,Chinook Run,Chin,JChin,Stlhd,WStlhd,Sock,Coho,JCoho,Shad,Lmpry,BTrout,Chum,Pink,TempC
Bonneville,2009-05-07,Sp,5026,2870,68,11,,,,1,,,,,10.3
Bonneville,2009-05-08,Sp,4277,3926,73,10,,,,,,,,,10.4
Bonneville,2009-05-09,Sp,2153,2075,50,9,,,,,,,,,10.6
Bonneville,2009-05-10,Sp,3195,2576,53,4,,,,9,,,,,10.9
Bonneville,2009-05-11,Sp,3481,2765,78,10,,,,8,,,,,11.1
Bonneville,2009-05-12,Sp,3821,4660,66,10,,,,6,,,,,11
Bonneville,2009-05-13,Sp,1848,2408,89,17,,,,4,2,,,,11
Bonneville,2009-05-14,Sp,1897,2952,75,6,,,,1,1,,,,11.1
Bonneville,2009-05-15,Sp,3308,5712,86,14,,,,69,1,,,,11.5
Bonneville,2009-05-16,Sp,2506,3957,64,8,,,,247,4,,,,11.9
Bonneville,2009-05-17,Sp,2648,3911,80,11,,,,465,,,,,12.3
Bonneville,2009-05-18,Sp,4166,4921,125,22,,,,867,11,,,,12.7
Bonneville,2009-05-19,Sp,3095,2779,76,15,,,,1458,8,,,,12.8
Bonneville,2009-05-20,Sp,2136,1896,85,12,,,,627,7,,,,12.7
Bonneville,2009-05-21,Sp,2110,1753,119,17,,,,1288,1,,,,12.9
Bonneville,2009-05-22,Sp,2172,1337,100,19,,,,1757,17,,,,13.3
Bonneville,2009-05-23,Sp,2010,1105,94,13,,,,4042,59,,,,13.7
Bonneville,2009-05-24,Sp,2128,1029,63,9,,,,2755,67,,,,13.8
Bonneville,2009-05-25,Sp,1962,868,114,13,1,,,5779,74,,,,13.9
Bonneville,2009-05-26,Sp,1830,969,111,14,2,,,30497,118,,,,14.2
Bonneville,2009-05-27,Sp,1432,622,117,21,3,,,18451,93,,,,14.3
Bonneville,2009-05-28,Sp,1310,607,121,17,8,,,24866,64,,,,14.5
Bonneville,2009-05-29,Sp,1540,543,86,20,10,,,63192,52,,,,14.9
Bonneville,2009-05-30,Sp,1251,476,68,13,9,,,83492,69,,,,15.3
Bonneville,2009-05-31,Sp,1670,665,108,18,24,,,73968,170,,,,15.4
