Project,Date,Chinook Run,Chin,JChin,Stlhd,WStlhd,Sock,Coho,JCoho,Shad,Lmpry,BTrout,Chum,Pink,TempC
Bonneville,2017-04-25,Sp,341,,15,2,,,,,,,,,10.1
Bonneville,2017-04-26,Sp,271,3,22,11,,,,,,,,,10.2
Bonneville,2017-04-27,Sp,196,4,13,2,,,,,,,,,10.3
Bonneville,2017-04-28,Sp,215,4,8,2,,,,,,,,,10.4
Bonneville,2017-04-29,Sp,230,4,14,7,,,,,,,,,10.6
Bonneville,2017-04-30,Sp,362,7,5,1,,,,,,,,,10.7
Bonneville,2017-05-01,Sp,469,12,8,4,,,,,,,,,10.6
Bonneville,2017-05-02,Sp,540,6,11,2,,,,,,,,,10.7
Bonneville,2017-05-03,Sp,836,30,7,2,,,,,,,,,11.4
Bonneville,2017-05-04,Sp,4057,145,22,3,,,,,2,,,,11.8
Bonneville,2017-05-05,Sp,6177,237,21,7,,,,,1,,,,11.8
Bonneville,2017-05-06,Sp,4342,219,25,6,,,,,1,,,,11.7
Bonneville,2017-05-07,Sp,2544,141,29,5,,,,,,,,,11.9
Bonneville,2017-05-08,Sp,1651,132,24,5,,,,,12,,,,12.2
Bonneville,2017-05-09,Sp,1234,76,21,8,,,,,17,,,,12.3
Bonneville,2017-05-10,Sp,1008,97,17,1,,,,4,14,,,,12.3
Bonneville,2017-05-11,Sp,1284,168,19,3,1,,,11,7,,,,12.3
Bonneville,2017-05-12,Sp,1634,210,12,3,,,,5,10,,,,12.3
Bonneville,2017-05-13,Sp,965,141,18,2,,,,,6,,,,12.4
Bonneville,2017-05-14,Sp,1506,200,30,9,,,,1,7,,,,12.6
Bonneville,2017-05-15,Sp,2204,477,28,6,,,,,13,,,,12.4
Bonneville,2017-05-16,Sp,2201,408,34,8,,,,5,10,,,,11.9
Bonneville,2017-05-17,Sp,1900,383,24,6,,,,1,16,,,,11.8
Bonneville,2017-05-18,Sp,1242,298,19,4,,,,4,13,,,,12.2
Bonneville,2017-05-19,Sp,1627,535,19,5,,,,5,19,,,,12.4
Bonneville,2017-05-20,Sp,4087,1280,32,6,,,,2,42,,,,12.7
Bonneville,2017-05-21,Sp,5838,2061,23,6,,,,2,13,,,,12.9
Bonneville,2017-05-22,Sp,6539,2458,37,8,,,,5,30,,,,13.2
Bonneville,2017-05-23,Sp,5358,2115,36,12,,,,4,68,,,,13.3
Bonneville,2017-05-24,Sp,3868,1272,50,7,1,,,13,764,,,,13.2
Bonneville,2017-05-25,Sp,2588,995,34,4,1,,,8,331,,,,13.4
Bonneville,2017-05-26,Sp,2221,926,31,7,2,,,362,199,,,,13.9
Bonneville,2017-05-27,Sp,3311,1022,31,7,11,,,2183,204,,,,14.1
Bonneville,2017-05-28,Sp,3034,796,35,14,5,,,1829,734,,,,14.4
Bonneville,2017-05-29,Sp,2785,544,33,10,18,,,2333,526,,,,14.5
Bonneville,2017-05-30,Sp,1916,379,24,3,5,,,5101,702,,,,14.3
Bonneville,2017-05-31,Sp,1311,321,38,9,24,,,5072,458,,,,14.7
